酒店,评论,价格,地址,纬度,经度
花筑·南京半亩花田民宿,72条点评,233,龙袍街道长江社区六组44号,32.205142,118.9984
润宁大酒店(南京汉中门地铁站店),151条点评,303,虎踞南路7号,32.040426,118.767358
白玉兰酒店(南京奥体中心河西金鹰店),"1,445条点评",258,黄山路2号,32.016443,118.748652
南京安朴酒店,"1,090条点评",528,安德门大街57号楚翘城2号楼,31.970388,118.763812
艺龙安云酒店(南京江宁东南大学南门店),746条点评,183,东南大学路22号南门东大商业街C2-1号,31.879919,118.822038
花筑奢·南京漫谷漫心温泉民宿,520条点评,791,汤山街道龙尚社区龙尚路102号,32.024438,118.96791
番茄·影院公寓(南京南站南广场店),656条点评,102,万科都荟天地城C1幢15楼1523室,31.963297,118.796384
南京夫子庙朱雀桥边民宿(三山街地铁站店),493条点评,33,中华路363号中华园商住楼2楼,32.01939,118.783996
南京尚知行民宿(新街口店),529条点评,98,石鼓路42号建华大厦3206室,32.039307,118.782548
南京夫子庙壹品轩酒店,245条点评,90,一品嘉园1号13室,32.019401,118.791564
亚锦酒店(南京夫子庙秦淮河畔店),174条点评,118,龙蟠中路419号龙蟠汇C栋龙蟠公馆6楼639室,32.021042,118.802127
清沐·礼酒店(南京大厂地铁站新华路店),248条点评,101,大厂新华路253号 (浦发银行旁边),32.225229,118.750543
花筑·云客居酒店(南京禄口国际机场店),"1,043条点评",119,禄口街道石埝社区庄盖村2-1号,31.715003,118.887915
宁好精品酒店公寓(南京新街口上海路地铁站店),64条点评,127,石鼓路107号华威大厦21楼D座,32.040341,118.777983
南京镰仓公寓酒店(中山陵风景区钟灵街地铁站店),104条点评,89,柳营路100号峻峰大厦4楼,32.042992,118.875198
全季酒店(南京软件大道地铁站店),"1,390条点评",378,软件大道106号1幢,31.975588,118.771226
南京石塘竹海无尽藏民宿,20条点评,308,横陆路88号石塘竹苑1栋3号,31.719623,118.701589
双鱼座臻选酒店(新城科技园明基医院店),123条点评,198,楠溪江东街78号9幢2楼,31.993388,118.732057
南京yes静美宜居酒店公寓,562条点评,88,石鼓路58号建华大厦裙楼4楼,32.039437,118.782047
城市里女生青年旅舍(南京新街口店),89条点评,27,石鼓路107号华威大厦15层15C室,32.040341,118.777982
古南都逸居酒店(南京新街口大行宫地铁站店),"2,055条点评",240,南京太平南路171号,32.03688,118.793763
南京壹诺民宿(新街口地铁站店),183条点评,105,石鼓路42号建华大厦27楼2707室,32.039437,118.782047
蓝V主题酒店,62条点评,64,林景御园04幢门面房,32.113571,118.833446
星程酒店(南京滨江开发区新天地店),362条点评,174,长兴大街834号新天地商贸街区3幢201室,31.835255,118.597007
南京轻筑酒店(小龙湾地铁站店),333条点评,131,日新路2号中海龙湾ULIVE1幢24楼,31.930765,118.82998
南京奥体国际博览中心漫心府,944条点评,753,江东南路9号青奥米里中心A座,31.981384,118.710475
古南都亦闲公馆(新街口南京大学店),"1,045条点评",216,上海路160号,32.05744,118.774506
南京溧水宾馆,170条点评,169,永阳镇后巷8号,31.653033,119.029049
花宿公寓(南京南站天隆寺地铁站店),315条点评,130,安德门大街36号紫悦广场4号楼,31.978379,118.762074
南京栖贝居酒店(海峡城鱼嘴湿地公园店),410条点评,167,双闸路98号9号楼102室,31.979507,118.679906
南京新街口一品蘭亭公寓(常府街地铁站店),155条点评,130,常府街29号东二楼,32.032604,118.800543
清沐铂金酒店(南京江宁南航大学翠屏山地铁站店),374条点评,158,秣陵街道胜太西路168号11栋01,31.94451,118.787696
嘉悦自助公寓(南京南站店),398条点评,73,绿都大道万科都荟天地城C1幢2010室,31.963297,118.796383
艺龙瑞云酒店(南京红山新城火车站店),168条点评,198,黑墨营98号12幢,32.09004,118.817804
南京宸酒店公寓(南理工下马坊地铁站店),233条点评,104,小卫街229号,32.036863,118.849655
窝石榴城市精品酒店(南京夫子庙武定门地铁站店),975条点评,195,"江宁路5-1号, 夫子庙老门东景区旁",32.00881,118.793231
赛翁公寓(南京鼓楼地铁站紫峰广场店),25条点评,32,车站东巷10号,32.061697,118.782493
易佰良品酒店(南京南站店),652条点评,82,石华街17号5幢,31.968952,118.786266
南京羲宇和影院电竞公寓(南京南站雨花客厅店),171条点评,112,软件大道109号5幢433室,31.97899,118.765013
南京半山·美宿(中山陵景区理工大学店),238条点评,125,中山门大街297号钟鼎名悦广场9幢2楼,32.037188,118.860092
玉眠酒店(新街口地铁站总统府店),89条点评,274,洪武北路116号,32.045964,118.789003
南京晨曦山庄,14条点评,187,横溪街道横云东路88号,31.701552,118.800223
南京中山陵行者房车营地,14条点评,322,五棵松59号,32.050237,118.880168
南京隐南门东酒店,"1,364条点评",695,三条营76号,32.012434,118.786244
曙光薇酒店(南京夫子庙店),"2,063条点评",268,来燕路1号,32.017264,118.78874
蓝湾酒店公寓(南京百家湖金鹰店),182条点评,128,双龙大道1568号绿地.水晶蓝湾,31.934179,118.820419
云曦精品公寓(南京南站地铁站店),845条点评,108,石华街5号A1小公馆26楼,31.971092,118.792693
南京扬子江国际会议中心酒店,964条点评,843,滨江大道299号,32.081109,118.70562
怡莱酒店(南京中山陵风景区南理工店),613条点评,165,中山门大街99号-7幢109-114室,32.037203,118.851096
君驿商务·电竞公寓(南京徐庄大学城店),381条点评,116,徐庄软件园行辅路7号管委会旁 (苏宁紫金嘉悦) 1楼104,32.096401,118.885166
南京柒间房民宿(夫子庙店),208条点评,102,中华路363号409室,32.019225,118.783961
凯诗顿KAYSTON酒店(万汇公馆浦口万汇城地铁站店),254条点评,117,浦口大道8号万汇城北区10幢万汇公馆10层,32.06337,118.657636
悦美·轻尚酒店(南京禄口机场店),302条点评,69,禄口街道石捻社区张塘角一组16-1号,31.721145,118.890058
南京火车站迈皋桥米居酒店,223条点评,233,营苑南路53号9幢15室4楼,32.100106,118.825798
梵居酒店式公寓(南京南站天隆寺地铁站店),234条点评,112,软件大道109号雨花客厅6栋123号,31.979061,118.765234
湖居日记民宿(南京珠江路地铁站店),153条点评,107,珠江路67号华利大厦3202室,32.050879,118.786812
嘉美·影院酒店(南京南站天隆寺地铁站店),426条点评,111,软件大道109号雨花客厅7幢1楼接待处,31.980373,118.764941
南京栖宿酒店(万达茂店),164条点评,104,西岗街道仙林大道181号万达茂E座1楼大厅,32.123373,118.990392
花筑·南京浮生温泉民宿(汤山温泉度假区店),148条点评,487,汤山街道汤家家汤龙路167-6号,32.065793,119.063268
南京未见山紫金山人文行旅,212条点评,253,紫金山石象路7号-4,32.046637,118.840043
南京开元大酒店,"3,467条点评",335,文德东路35号,32.060854,118.631036
南京华贸雅诗阁服务公寓,68条点评,617,华云路8号,32.079864,118.781691
贝客酒店(南京天印大道店),21条点评,95,天印大道1089号西苑17栋101-2室,31.949161,118.864352
壹品庄园晓煮山居,54条点评,538,汤山街道青林社区刘岗头200号,32.076663,119.07981
一间公寓(奥体新城科技园店),148条点评,127,楠溪江东街9号,31.987316,118.742541
有嘉轻居酒店公寓(南京新街口地铁站店),53条点评,113,石鼓路107号华威大厦23层22C室,32.040341,118.777982
南京空港温德姆花园酒店,"1,164条点评",499,空港经济开发区越秀路88号,31.788368,118.831132
濮塘桃里度假村,250条点评,404,霍里镇双板村 (林场场部),31.720933,118.629203
锦江都城酒店(南京夫子庙中心店),"2,265条点评",243,太平南路538、542号,32.023677,118.788927
星梦Loft影音公寓(南京工业大学虹悦城店),237条点评,106,浦口大道17号毅达汇创中心5栋,32.067358,118.643328
悦尚酒店(南京新街口店),1条点评,76,洪武路166号洪武公馆409室,32.035237,118.786901
南京流年忆舍温泉酒店,85条点评,316,汤山街道汤泉东路12-2号,32.056931,119.061264
花筑·南京夫子庙老门东知否民宿(秦淮河景区店),"1,268条点评",518,夫子庙街道马道街雅居乐长乐渡花园大井巷8号,32.012936,118.784228
南京YOUNGINN漾应酒店(老门东夫子庙店),819条点评,185,小西湖31号,32.014591,118.787203
禾沐LOFT温泉度假酒店公寓(南京汤山地铁站店),183条点评,87,汤山街道圣汤大道9号汤城汇1幢111室,32.042158,119.059824
清沐铂金酒店(南京新街口地铁站友谊广场店),"1,347条点评",247,汉中路27号友谊广场B座1楼,32.041446,118.782288
菲丽达酒店(南京江北新区研创园店),413条点评,97,江浦街道老虎桥海科新寓万福园商业街19栋201,32.026301,118.599868
南京宏泰大酒店,294条点评,109,中大街79号,31.654375,119.026531
南京栖居酒店公寓(雨花客厅天隆寺地铁站店),207条点评,115,软件大道109号7栋大厅,31.980268,118.764868
曼美致华酒店(南京江浦龙华路地铁站店),392条点评,96,文德东路24号,32.061748,118.63105
花筑·栖梧民宿(苏家理想村店),11条点评,366,元山社区菜塘19号,31.805068,118.723914
南京恒大酒店,767条点评,458,永阳街道永湖路188号,31.699581,119.066924
南京圃舍·卿水民宿(苏家理想村店),121条点评,408,乡伴苏家理想村,31.804178,118.726298
如家商旅酒店(南京高淳老街店),420条点评,106,淳溪街道天河路7号商业综合楼五楼,31.321666,118.865187
南京艺间影院酒店(城北万象汇招商1872ipark店),160条点评,132,燕子矶街道怡静路4号ipark公寓2224室,32.124146,118.833179
柚子公寓(南京招商花园城店),673条点评,98,寅春西路与怡宁路交叉口招商1872-ipark公寓1号楼1324室,32.123939,118.83323
南京新街口壹家湾公寓(新大都大厦店),138条点评,62,洪武路239号新大都大厦17楼1701室,32.034357,118.787459
筑舍商旅酒店公寓(国际博览中心升龙汇金店),296条点评,243,庐山路288号升龙汇金中心1栋 (A栋) 大厅,31.979984,118.710419
拾穗花园民宿(南京大塘金店),51条点评,389,沁心西路27号,31.853145,118.720954
南京栖谷民宿(夫子庙三山街地铁站店),137条点评,87,砂珠巷5幢301室,32.024826,118.783606
机场便捷酒店(南京禄口机场金城学院店),559条点评,74,禄口街道下浣溪50-1号,31.706897,118.879971
南京蓝湾百家湖影音公寓(南京南站河定桥地铁站店),155条点评,135,双龙大道1161号金王府金都苑1幢113室门面,31.949728,118.820985
滕王阁酒店,3条点评,99,山西路67号A26B10室,32.06527,118.770256
囍筑美悦·影院公寓(南京南站店),"1,905条点评",110,石华街5号A1栋小公馆一楼112号,31.970792,118.792554
星阑公寓(南京南站南广场店),399条点评,80,竹翠路8号万科都荟天地城C1幢3楼341,31.963436,118.796031
南京无事山居民宿,28条点评,424,洪蓝街道无想寺社区张塘角村12号,31.583648,119.007214
丽悦酒店(南京天印大道地铁站店),276条点评,188,天元东路228号莱茵之星大厦,31.936458,118.863419
莫那笛臻品酒店(南京江宁龙湖滨江上城店),116条点评,76,锦文大道21号龙湖滨江上城3-1栋公寓25F,31.855598,118.580318
半山园酒店(南京新街口店),567条点评,88,洪武路西方巷26号,32.031905,118.787526
咏尚春温泉度假民宿,297条点评,424,汤山街道龙尚社区尚庄109号,32.024647,118.969703
多巴胺民宿(南京新街口地铁站店),127条点评,153,石鼓路42号建华大厦29楼2901室,32.039437,118.782047
佩森商务酒店公寓(南京雨润中央公馆店),90条点评,169,江东中路235号雨润中央公馆A座1楼大厅,32.006649,118.7317
南京素一花园民宿,117条点评,495,东坝镇小茅山脚村青山二组桃花谷B5,31.346379,119.041314
蒋家公馆(新街口地铁站店),128条点评,148,洪武路239号新大都大厦7楼703室,32.034281,118.787469
窝石榴状元非遗酒店(南京夫子庙地铁站店),"2,227条点评",140,金陵路18号,32.022189,118.789283
南京南林大厦,131条点评,248,龙蟠路161号,32.075617,118.811209
山林悦民宿(南京银杏湖店),35条点评,467,秣陵街道西毗苏村苏家文创小镇乡村生活示范区项目9-1栋,31.804712,118.727417
江苏凤凰台饭店,"3,586条点评",297,湖南路47号,32.068689,118.780809
嘉美影院酒店(南京珠江路地铁站店),695条点评,111,广州路5号君临国际1栋,32.049717,118.782793
轻奢优雅公寓(南京南站店),320条点评,106,雨花街道石华街5号A1小公馆107室,31.97143,118.793053
南京半夏民宿(黄龙岘一店),107条点评,508,黄龙岘村36号,31.781015,118.686927
逸和精品酒店公寓(南京天隆寺地铁站店),285条点评,111,软件大道109号雨花客厅6栋1楼122室,31.979793,118.765009
优颐城市酒店(南京仙林大学城学则路地铁站店),980条点评,224,仙林街道学衡路1号1层13-2单元,32.091748,118.916678
拾光·轻雅酒店(南京新街口上海路地铁站店),763条点评,100,新街口石鼓路138号环亚广场2楼,32.041257,118.776299
南京棉朵酒店公寓,228条点评,131,河西万达中心F座8层,32.030566,118.737275
和颐酒店(南京百家湖胜太路地铁站店),66条点评,235,双龙大道1222号弘阳家居一层,31.944472,118.819041
城迹影院公寓(南京南站南广场店),271条点评,74,竹翠路5号B3幢460室,31.964519,118.797083
南京江北铂骊酒店(南京研创园砂之船店),670条点评,298,顶山街道云政街9号C座,32.03353,118.643595
晓宿(南京大学珠江路地铁站店),139条点评,142,广州路5号君临国际1栋,32.049728,118.782823
千居酒店(南京夫子庙老门东店),798条点评,125,信府河69号,32.015721,118.784825
花小住影院公寓,166条点评,67,清水亭东路1286智慧产业园享兴公寓413室,31.887318,118.839646
南京岳群青·泰式风情汤泉度假民宿,191条点评,520,东山街道佘村社区七甲村70号,31.995526,118.941528
一米阳光公寓(南京南站店),314条点评,87,东山街道竹翠路8号都荟天地城C-1幢2622室 (前台),31.963398,118.79625
南京垄上行温泉酒店,301条点评,413,汤山街道龙尚社区神家庄102号,32.03571,119.007988
鹿鸣设计师影院公寓(南京南站店),488条点评,78,东山街道竹翠路7号都荟天地城D1幢372室,31.963925,118.797176
智尚酒店(南京奥体博览中心店),298条点评,138,庐山路158号嘉业国际2幢3楼,31.999215,118.72869
锦江南京饭店,830条点评,318,模范中路18号,32.073536,118.764695
旅途城市民宿(南京夫子庙店),271条点评,103,中山南路800号301室,32.018601,118.779576
南京机场诺富特酒店,125条点评,440,禄口街道信诚大道9号,31.782081,118.854721
猫仔屋青年旅社(南京夫子庙三山街地铁站店),340条点评,44,双塘街道升州路183号2楼,32.025383,118.777552
南京南站逸扉酒店,"5,175条点评",339,金兰路1号,31.965803,118.801942
金陵故事酒店(南京南站店),221条点评,137,站东路九都荟花园E04幢37室,31.966678,118.805907
南京漫悠·盼兮民宿(金鹰世界城市学院店),140条点评,121,应天西路168号1栋,32.020144,118.742865
漫途影院公寓(南京南站店),324条点评,77,东山街道竹翠路8号都荟天地城B3栋1733室,31.964414,118.797074
雨润中央公馆臻选公寓(奥体中心店),254条点评,165,江东中路237号雨润中央公馆,32.006585,118.731694
如家睿柏·云酒店(南京晓庄地铁站店),510条点评,106,和燕路329号晓庄加气站对面,32.114484,118.815867
皖宁酒店(南京新街口夫子庙店),267条点评,99,琥珀巷小区04幢101室,32.026715,118.799695
半斤橙汁影院公寓(中粮悦广场店),222条点评,81,鹏山路26号2幢,31.914014,118.894542
长相思铂金酒店(南京新街口市中心店),107条点评,114,石鼓路43号,32.039195,118.781042
宁满驿酒店公寓(新街口地铁站南京市妇幼保健院店),51条点评,96,石鼓路107号华威大厦18层A座,32.040341,118.777982
南京牛首山沐澜山居,27条点评,308,谷里街道周村世凹桃源盛世路26号,31.91102,118.731309
艺龙安云酒店(南京理工大学中山陵景区店),242条点评,148,孝陵卫街97号,32.034922,118.860736
南京溧水见星民宿,220条点评,270,永阳街道金井路66号22幢,31.622274,119.039792
南京南站绿地·云寓,198条点评,233,梅香路7号绿地云寓D-3座,31.965951,118.788201
VillaMoon·月下艺术影院公寓(南京南站店),451条点评,123,石华街5号A1小公馆一楼104号,31.970963,118.792453
双鱼座电竞酒店(南京竹山路地铁站金鹰店),304条点评,198,竹山路地铁站天元东路20号,31.932307,118.846757
花筑·南京半山悠然民宿(银杏湖乐园店),126条点评,431,横溪街道甘泉湖社区上官寺16-1号,31.77137,118.725741
清沐铂金酒店(南京研创园店),297条点评,159,江浦街道老虎桥社区海科新寓万福园沿街商铺21幢101号商铺,32.027018,118.600594
多园青年旅舍(南京新街口地铁站店),"2,454条点评",47,石鼓路56号301室,32.039318,118.781941
花开民宿,40条点评,104,石鼓路107号华威大厦16楼16c,32.040341,118.777982
三见民宿(南京仙林大学城万达茂店),156条点评,103,西岗街道万达茂商业中心D座1140室,32.123233,118.990585
喜临娜影院酒店(南京火车站中央门店),421条点评,87,玉宁路16号龙湖紫都城2幢2座1楼-9号,32.092762,118.778442
清沐酒店(迈皋桥地铁站红山动物园店),456条点评,94,红山路高家村43号迈皋桥地铁站5号口,32.101439,118.809554
吉之汤温泉酒店(南京博物院明故宫店),56条点评,400,瑞金路25号10幢,32.033054,118.813352
丽巢·雅悦行政公寓(南京新街口店),907条点评,165,淮海路88号苏宁雅悦行政公寓10层,32.037156,118.786024
文润酒店(南京新街口德基广场店),186条点评,111,新街口华侨路33号 (房产局隔壁),32.046193,118.780805
欣语公寓(南京仙林大学城万达茂店),365条点评,94,西岗街道仙林大道181号万达茂中心B座18楼1831,32.120715,118.98869
一山月舍公寓(南京新城科技园店),20条点评,167,沙洲街道楠溪江东街55号3栋2635室,31.988546,118.739028
南京汤山一品温泉酒店,854条点评,473,温泉路18号,32.048855,119.05776
全季酒店(南京浦口国际健康城店),511条点评,272,康行路10号,32.095241,118.686605
艺选酒店(南京江宁龙湖天街竹山路地铁站店),154条点评,110,天元东路18号,31.932132,118.846781
南京云峤温泉养生民宿,55条点评,410,汤龙路167-17号汤家家温泉村,32.066589,119.062904
南京竹院私汤美宿(汤家家温泉村店),189条点评,489,汤山街道汤山社区汤家家温泉村汤龙路157-4号,32.065102,119.063795
南京铂樾云宿(玄武门地铁站店),56条点评,198,观澜中心万都广场C-2幢1410室,32.070286,118.777016
南京宿秦淮精品酒店公寓(南京新街口上海路地铁站店),185条点评,109,石鼓路107号华威大厦23楼23B,32.040341,118.777982
和颐至格酒店(南京弘阳广场长江大桥北地铁站店),338条点评,163,丽岛路21号近小柳工业园 东南大学成贤学院,32.129708,118.717503
初心梧桐精品酒店公寓(南京新街口地铁站店),132条点评,75,石鼓路33号东方名苑西B座26楼2608,32.03881,118.781939
糖小兔Loft电竞酒店(南京工业大学江北虹悦城店),597条点评,136,浦口大道南侧毅达汇创中心05栋14层,32.067511,118.644052
南京澐居客民宿(新街口地铁站店),157条点评,89,石鼓路33号东方名苑B座1706室,32.038821,118.781949
清沐精选酒店(南京农业大学盛泰嘉园店),762条点评,112,泰西路盛泰嘉园1号104门面房,32.128169,118.702356
钰奇酒店(南京大明路店),78条点评,121,大明路124号,32.008149,118.811256
南京夫子庙夜泊秦淮君亭酒店(桃叶渡店),260条点评,887,大石坝街22号,32.022005,118.794099
清沐酒店(南京信息工程大学地铁站杨新路店),255条点评,110,大厂街道杨新路108号桂馨园33幢,32.207707,118.733217
智晴影院公寓,295条点评,120,鹏山路26号祥云悦广场5幢114室,31.913945,118.89536
悦乐酒店公寓(奥体东地铁站店),149条点评,109,奥体大街宋都奥体名座C座6楼,32.00313,118.72872
宜尚酒店(南京溧水高铁站五洲商贸城店),368条点评,207,永阳镇交通东路8号五洲星世纪商贸中心20幢2010-2024室,31.664024,119.04829
南京秦淮公寓(夫子庙店),78条点评,99,秦虹小区集虹苑-12幢1号,32.013177,118.8063
南京猫咪庄园青年旅舍(新街口店),172条点评,62,石鼓路33号东方名苑B座29楼2908室,32.038907,118.781765
季朵酒店(南京火车站红山动物园店),517条点评,107,小市街175号,32.093491,118.78946
南京夫子庙夜泊秦淮君亭酒店(棋峰试馆店),291条点评,973,钞库街52号,32.018176,118.788105
悦沐酒店公寓(南京南站喜玛拉雅店),375条点评,89,民智路11号证大喜马拉雅A座大厅,31.964647,118.805958
南京世茂滨江希尔顿酒店,"8,863条点评",501,淮滨路1号,32.077225,118.733025
如家酒店·NEO(南京中山陵景区孝陵卫地铁站店),"1,028条点评",159,孝陵卫97号,32.034758,118.86064
秦淮杏苑酒店(南京夫子庙老门东店),422条点评,558,大荷花巷19-1,32.012307,118.785241
维也纳酒店(南京奥体中心店),"1,035条点评",404,乐山路150号,32.013533,118.71945
浪漫传说民宿(南京新街口地铁站店),45条点评,89,石鼓路42号建华大厦17楼1703,32.039371,118.78252
微特尔酒店(南京夫子庙新街口店),679条点评,61,太平南路333号金陵御景园商务楼4层,32.031251,118.791951
南京圣赫园公寓(水西门大街莫愁湖公园地铁站店),157条点评,120,水西门大街139号附18号2层,32.030945,118.76008
南京新街口善水左岸观影酒店(汉中门地铁站店),450条点评,212,汉中路189号平安金融中心一楼104商铺,32.042405,118.769405
南京翠屏新港假日酒店,349条点评,595,新港大道88号翠屏水晶广场一栋,32.163003,118.868089
云栖梦居民宿(南京新街口店),52条点评,69,石鼓路42号建华大厦31楼5号,32.039331,118.782255
全季酒店(南京夫子庙长虹路店),"1,114条点评",342,长虹路132号,32.023755,118.767078
南京听晨·景兮影院公寓(热河南路店),254条点评,169,二板桥367号海欣商务中心B区4楼417室,32.082352,118.740342
水岸花园智享酒店(南京禄口国际机场店),421条点评,93,禄口大街石埝社区小埂头21号,31.708475,118.889831
桃花源·民宿(南京火车站建宁路店),134条点评,36,建宁路65号南铁院金川科技园4号楼,32.092658,118.765319
精灵酒店(南京夫子庙中华门地铁站店),218条点评,92,雨花路58号,32.009944,118.780683
详云民宿(江宁大学城店),7条点评,128,鹏山路26号2幢23层2331室,31.914168,118.894838
南京园博园voco酒店,"1,722条点评",909,汤山街道圣湖路9号,32.081181,119.011583
全季酒店(南京江宁东南大学店),"1,175条点评",323,铺岗街599号,31.885773,118.83754
悦居影院酒店公寓(江宁大学城店),258条点评,118,鹏山路26号1幢,31.914492,118.894778
艺选安來酒店(南京南站中华门地铁站店),400条点评,148,中华门地铁站雨花西路101号,32.002058,118.770476
SANDJOY沙悦温泉酒店(南京汤山店),864条点评,495,汤山街道若水路与延祥路交汇处,32.04025,119.062429
南京报恩居酒店(夫子庙景区报恩寺店),342条点评,96,雨花路辅路与上码头路交叉口西南20米,32.010636,118.780765
艺庭精品酒店(南京火车站中央门店),"1,434条点评",152,玉宁路16号龙湖紫都城2幢2单元1楼大厅,32.093108,118.777825
梦缘民宿(南京新街口店),164条点评,99,丰富路163号民族大厦12楼1208室,32.036736,118.781259
汉庭优佳酒店(南京仙林大学城仙尧路店),550条点评,156,仙尧路8号,32.104513,118.884457
拾穗花园民宿(南京徐家院店),84条点评,440,谷里街道张溪社区徐家院22号,31.845387,118.679594
清沐酒店(南京谭桥商业街科宁路地铁站店),18条点评,111,高新园竹山路514-7号潭桥商业中心二组团1幢107,31.923873,118.849071
浪漫故里民宿(南京新街口地铁站店),62条点评,76,石鼓路42号建华大厦9楼912,32.039371,118.78252
南京颐和芥子园酒店,"1,142条点评",754,陶家巷8号,32.012592,118.789
潮汐屋民宿(南京新街口地铁站店),54条点评,88,石鼓路42号建华大厦9楼901,32.039371,118.78252
南京东苑宾馆,537条点评,532,中山陵8号,32.055177,118.846655
如家商旅酒店(南京江宁万达广场东山地铁站店),461条点评,183,上元大街新医路8号,31.953761,118.848369
南京海漫倾城酒店(江宁店),35条点评,167,横溪街道陶吴镇西坝路107号,31.773815,118.786018
南京安之行宾馆(禄口机场店),163条点评,86,禄口街道石埝中心大道中心村99号,31.721327,118.89179
水晶蓝湾酒店公寓(1912百家湖地铁站店),92条点评,144,双龙大道1568号水晶蓝湾1栋906室,31.933438,118.820323
元气精选公寓(南京夫子庙地铁站店),111条点评,154,建康路253号京隆国际1单元926,32.024055,118.792333
南京高淳域见芳草地度假酒店,867条点评,529,东坝街道游子山村周泗涧68号,31.350625,119.051378
全季酒店(南京夫子庙景区店),"3,948条点评",350,建康路127号,32.023248,118.788523
佳旭设计师民宿(南京新街口地铁站店),24条点评,122,石鼓路42号建华大厦29楼2905,32.039371,118.78252
米居·星年华酒店(南京新街口上海路地铁站店),187条点评,241,汉中路139号五星年华大厦14层,32.041693,118.776821
如家商旅酒店(南京百家湖小龙湾地铁站店),951条点评,187,天元中路118号小龙湾地铁1号线小龙湾站上一层101、四层401、五层501,31.929737,118.83163
南京华丰精品酒店(禄口机场店),858条点评,94,禄口街道石埝社区石埝村38号,31.720977,118.893661
东南青年汇·银城佳遇公寓(南京麒麟门地铁站店),526条点评,144,麒麟街道悦民街128号天赋广场店23幢101—2号 (宇业天赋广场上),32.048012,118.926851
保险大厦宾馆(南京新街口德基广场店),644条点评,206,长江路69号,32.044861,118.786088
南京新街口茗淑小筑女生青年旅舍,133条点评,37,石鼓路60号建华大厦附楼804,32.039433,118.782046
龙华大酒店(南京工业大学地铁站江北虹悦城店),233条点评,301,江浦街道龙华路2号,32.071167,118.641523
1休·君临国际嘉公寓(南京新街口珠江路地铁站店),188条点评,131,广州路5号君临国际1幢12楼1220室,32.049777,118.782286
桔子酒店(南京新街口张府园地铁站店),"1,263条点评",267,中山南路288号,32.032326,118.783509
莫泰酒店(南京新街口地铁站明瓦廊美食街店),457条点评,118,新街口明瓦廊131号,32.03756,118.783296
丹迪酒店(南京胜太路地铁站店),429条点评,74,胜太东路8号同曦步行街A2幢,31.943687,118.823382
馨悦蓝岸公寓(南京火车站红山动物园店),213条点评,116,红山路65号B区4069室,32.084191,118.808776
南京四方酒店傲途格精选,629条点评,530,珍七路9号,32.11401,118.644814
朴心艺术影院酒店公寓(江宁万达东山地铁站店),42条点评,143,府前东路9号江宁万达广场E座2319室,31.951815,118.842326
南京伐木里商务公寓(雨花客厅天隆寺地铁站店),138条点评,111,软件大道109号5栋,31.978919,118.765279
南京南大国际会议中心,726条点评,486,仙林大道163号南京大学仙林校区东门内,32.114535,118.96371
南京安其居酒店(国际博览中心升龙汇金店),259条点评,130,庐山路288号升龙汇金中心2栋109室,31.979274,118.710758
艾特摩高电竞酒店(南京夫子庙店),129条点评,217,建康路185号四楼,32.024928,118.790929
全季酒店(南京新街口莫愁路店),926条点评,301,莫愁路344号,32.037039,118.77485
如家派柏·云酒店(南京禄口国际机场铜山地铁站店),597条点评,108,禄口街道铜山金航大道288号,31.690062,118.87987
紫薇曼心创意品鉴公寓(南京仙林大学城徐庄软件园店),160条点评,150,玄武大道西侧行辅路7号徐庄软件园紫金嘉悦广场3幢苏宁小店旁,32.096463,118.885798
漫谷·璟尚设计师温泉度假庄园(南京园博园店),24条点评,657,汤山街道龙尚村尚庄82-1号,32.02498,118.97097
南京汤山壹亩方塘·山谷温泉度假民宿(园博园店),307条点评,617,汤山街道龙尚社区北尚庄,32.025073,118.967837
窝石榴影院酒店(南京夫子庙老门东店),764条点评,123,江宁路20号,32.010973,118.793569
南京西埂莲乡房车酒店,76条点评,428,永宁街道联合村西埂组西埂莲乡渔业区入口,32.160134,118.590257
湾流酒店公寓(滨江店),110条点评,62,滨江开发区龙湖滨江上城3-1幢公寓521室,31.855993,118.580276
花筑·南京不老村原舍民宿 (老山国家森林公园店),43条点评,406,珍七路103号不老村2-1,32.093064,118.608941
南京田姐家民宿,102条点评,402,和凤镇张家村诸家,31.426466,118.947526
古南都逸居酒店(南京艺术学院龙江地铁站店),799条点评,219,阳光广场7-1号 (地铁4号线龙江站),32.055804,118.744837
南京财经大学培训中心酒店,321条点评,180,洪庙巷10号,32.084209,118.762361
南京风驰酒店公寓(仙林大学城万达茂店),233条点评,80,仙林大道181号3幢3幢2505室,32.120665,118.988867
南京新地酒店,"1,368条点评",376,仙林大学城学典路6号,32.103097,118.932024
和璞设计师度假公寓(南京虹悦城店),190条点评,179,长虹路虹悦城1幢,32.009303,118.765866
尚花奢酒店(南京夫子庙店),250条点评,74,中华路1号 (江苏银行南京总行对面),32.027435,118.786275
全季酒店(南京总统府店),"3,054条点评",361,中山东路139号,32.041875,118.789956
悦途金陵美食公寓酒店(南京吴侯街地铁站店),418条点评,215,龙王大街39号金地中心菁华14栋110室,31.976488,118.690477
姿遇电竞公寓(南京江宁交院地铁站店),109条点评,159,淳化街道鹏山路中粮悦天地6栋6楼625室,31.914239,118.895595
尚客优连锁酒店(南京禄口机场店),363条点评,80,禄口街道铜山镇铜岭路56号,31.684498,118.871035
